Title,Organization,Content Type,URL,Publication,Person,Date Published,Topics,Content Tags,Industry,Category Classification,Asset,Source File
Ways Platform-led Services Can Increase Application Modernization Speed,UST,Blog,https://www.ust.com/en/insights/ways-platform-led-services-can-increase-application-modernization-speed,UST.com,Ravi Julapalli - UST,2022-04-27,,App Modernization; **Topic(s)**:; Digital Transformation - Information Technology - Science & Technology; Software Development and Coding - Information Technology - Science & Technology,All Tech,Total Emphasis,screencapture-ust-en-insights-ways-platform-led-services-can-increase-application-modernization-speed-2026-01-13-15_28_40,Ways Platform-led Services Can Increase Application Modernization Speed - UST - Blog(my-content).md
What Marketers Get Wrong About the Full Brand Building Funnel,UpWave,Byline,https://martech360.com/martech-insights/guest-authors/what-marketers-get-wrong-about-the-full-brand-building-funnel-chris-kelly-upwave/,Martech 360,Chris Kelly - UpWave,2022-05-10,,Brand Building; Marketing Funnel; **Topic(s)**:; Brand Strategy & Management - Marketing - Business and Economics; Ad Measurement - Marketing - Business and Economics; Brand Lift; **Topic(s)**:; Brand Strategy & Management - Marketing - Business and Economics; Ad Measurement - Marketing - Business and Economics,,Total Emphasis,screencapture-martech360-martech-insights-guest-authors-what-marketers-get-wrong-about-the-full-brand-building-funnel-chris-kelly-upwave-2025-05-17-20_06_52,What Marketers Get Wrong About the Full Brand Building Funnel - UpWave - Byline(my-content).md
What Marketers Need to Know Before Starting a TikTok Shop Campaign,Mobvista/Mintegral,Byline,https://www.mytotalretail.com/article/what-marketers-need-to-know-before-starting-a-tiktok-shop-campaign/,My Total Retail,Yikai Li - Mobvista/Mintegral,2023-11-09,,TikTok Marketing,Advertising,Total Emphasis,screencapture-mytotalretail-article-what-marketers-need-to-know-before-starting-a-tiktok-shop-campaign-2025-05-17-20_05_42,What Marketers Need to Know Before Starting a TikTok Shop Campaign - Mobvista-Mintegral - Byline(my-content).md
What Your Customer Success Team Needs in an Economic Downturn,Matik,Blog,https://www.matik.io/blog/customer-success-needs-economic-downturn,Matik.io,Rachel Skroback - Splunk,2022-12-28,,Customer Satisfaction; Customer Service; Customer Retention,Sales,Total Emphasis,screencapture-matik-io-blog-customer-success-needs-economic-downturn-2026-01-14-17_16_06,What Your Customer Success Team Needs in an Economic Downturn - Matik - Blog(my-content).md
What are Illiquid Assets and Why Invest in Them Using SDIRA?,Forge Global,Blog,https://forgetrust.com/resources/articles/what-are-illiquid-assets-why-invest-using-sdira/,ForgeTrust.com,,2025-01-02,"Investing - Finance, Accounting and Legal - Business and Economics",Wealth Management; Alternative Investments; Private Equity,Financial Services,Total Emphasis,screencapture-forgetrust-resources-articles-what-are-illiquid-assets-why-invest-using-sdira-2026-01-14-18_22_08,What are Illiquid Assets and Why Invest in Them Using SDIRA- - Forge Global - Blog(my-content).md
What are the Potential Benefits of a Self-Directed IRA for Tax Purposes?,Forge Global,Blog,https://forgetrust.com/resources/articles/benefits-of-self-directed-ira-for-tax-purposes/,ForgeTrust.com,Zander Koallick - Forge Global,2025-01-21,"Investing - Finance, Accounting and Legal - Business and Economics",Retirement; Alternative Investments; Wealth Management,Financial Services,Total Emphasis,Forge Trust benefit of SDIRAs,What are the Potential Benefits of a Self-Directed IRA for Tax Purposes- - Forge Global - Blog(my-content).md
What is AI for sales?,IBM,Topic Page,https://www.ibm.com/think/topics/ai-for-sales,IBM.com,Keith O'Brien - Total Emphasis  ,2024-07-12,,Generative AI,All Tech,Total Emphasis,screencapture-ibm-think-topics-ai-for-sales-2026-01-13-14_00_02,What is AI for sales- - IBM - Topic Page(my-content).md
What is AI in Banking?,IBM,Topic Page,https://www.ibm.com/topics/ai-in-banking,IBM.com,Keith O'Brien - Total Emphasis  ,2024-05-01,,Investment Banking; Banking; Fintech,Financial Services,Total Emphasis,screencapture-ibm-think-topics-ai-in-banking-2026-01-13-14_02_31,What is AI in Banking- - IBM - Topic Page(my-content).md
What is AI in government?,IBM,Topic Page,https://www.ibm.com/think/topics/ai-in-government,IBM.com,Keith O'Brien - Total Emphasis  ,2024-12-20,,,All Tech,Total Emphasis,IBM-ai-in-government-2024-12-23-22_13_12,What is AI in government- - IBM - Topic Page(my-content).md
What is AI in insurance?,IBM,Topic Page,https://www.ibm.com/think/topics/ai-in-insurance,IBM.com,Keith O'Brien - Total Emphasis  ,2024-11-15,,"AI in Insurance; **Topic(s)**:; Artificial Intelligence Applications - Artificial Intelligence - Science & Technology; Insurance - Finance, Accounting and Legal - Business and Economics; Product Engineering - Information Technology - Science & Technology",Insurance,Total Emphasis,screencapture-ibm-think-topics-ai-in-insurance-2024-11-15-15_47_16,What is AI in insurance- - IBM - Topic Page(my-content).md
What is AI in telecommunications?,IBM,Topic Page,https://www.ibm.com/think/topics/ai-in-telecommunications,IBM.com,Keith O'Brien - Total Emphasis  ,2024-10-18,,Telecommunications Strategy,Telecommunications,Total Emphasis,AI in Telecommunications _ IBM,What is AI in telecommunications- - IBM - Topic Page(my-content).md
What is Business Analytics?,IBM,Topic Page,https://www.ibm.com/topics/business-analytics,IBM.com,Keith O'Brien - Total Emphasis  ,2023-06-14,Strategic Planning & Analysis - Business Strategy and Management - Business and Economics,Business Analytics,All Tech,Total Emphasis,screencapture-ibm-think-topics-business-analytics-2026-01-14-18_36_45,What is Business Analytics- - IBM - Topic Page(my-content).md
What is Chaos Engineering?,IBM,Topic Page,https://www.ibm.com/think/topics/chaos-engineering,IBM.com,Keith O'Brien - Total Emphasis  ,2023-08-10,,Chaos Engineering,All Tech,Total Emphasis,screencapture-ibm-think-topics-chaos-engineering-2026-01-13-14_14_25,What is Chaos Engineering- - IBM - Topic Page(my-content).md
What is Customer Retention?,IBM,Topic Page,https://www.ibm.com/topics/customer-retention,IBM.com,Keith O'Brien - Total Emphasis  ,2024-03-14,,Customer Retention,All Tech,Total Emphasis,screencapture-ibm-think-topics-customer-retention-2026-01-16-18_44_16,What is Customer Retention- - IBM - Topic Page(my-content).md
What is Customer Service?,IBM,Topic Page,https://www.ibm.com/topics/customer-service,IBM.com,Keith O'Brien - Total Emphasis  ,2024-03-27,Customer Experience - Sales - Business and Economics,Customer Retention; Customer Service,All Tech,Total Emphasis,screencapture-ibm-think-topics-customer-service-2026-01-13-14_00_43,What is Customer Service- - IBM - Topic Page(my-content).md
What is Dependency Mapping?,IBM,Topic Page,https://www.ibm.com/topics/dependency-mapping,IBM.com,Keith O'Brien - Total Emphasis  ,2024-01-18,Product Engineering - Information Technology - Science & Technology,Dependency Mapping,All Tech,Total Emphasis,screencapture-ibm-think-topics-dependency-mapping-2026-01-16-18_21_50,What is Dependency Mapping- - IBM - Topic Page(my-content).md
What is Digital Experience Monitoring (Dem)?,IBM,Topic Page,https://www.ibm.com/topics/digital-experience-monitoring,IBM.com,Keith O'Brien - Total Emphasis  ,2024-02-16,Product Engineering - Information Technology - Science & Technology,Digital Experience and UX,All Tech,Total Emphasis,screencapture-ibm-think-topics-digital-experience-monitoring-2026-01-16-18_26_39,What is Digital Experience Monitoring (Dem)- - IBM - Topic Page(my-content).md
What is Digital Transformation?,IBM,Topic Page,https://www.ibm.com/topics/digital-transformation,IBM.com,Keith O'Brien - Total Emphasis  ,2024-05-02,Digital Transformation - Information Technology - Science & Technology,Organizational Culture,All Tech,Total Emphasis,screencapture-ibm-think-topics-digital-transformation-2026-01-14-16_15_58,What is Digital Transformation- - IBM - Topic Page(my-content).md
What is Employee Experience?,IBM,Topic Page,https://www.ibm.com/think/topics/employee-experience,IBM.com,Keith O'Brien - Total Emphasis  ,2023-11-16,Human Resources Management (HRM) - Business Strategy and Management - Business and Economics,Employee Experience,All Tech,Total Emphasis,screencapture-ibm-think-topics-employee-experience-2026-01-14-17_13_56,What is Employee Experience- - IBM - Topic Page(my-content).md
What is Experience-led Digital Transformation,UST,Blog,https://www.ust.com/en/insights/what-is-experience-led-digital-transformation,UST.com,Satheesh Nair - UST,2022-12-09,,Digital Experience and UX,All Tech,Total Emphasis,screencapture-ust-en-insights-what-is-experience-led-digital-transformation-2026-01-13-15_29_07,What is Experience-led Digital Transformation - UST - Blog(my-content).md
What is Fleet Maintenance?,IBM,Topic Page,https://www.ibm.com/topics/fleet-maintenance,IBM.com,Keith O'Brien - Total Emphasis  ,2023-05-16,Logistics - Business Strategy and Management - Business and Economics,Fleet Maintenance,All Tech,Total Emphasis,screencapture-ibm-think-topics-fleet-maintenance-2026-01-13-14_36_35,What is Fleet Maintenance- - IBM - Topic Page(my-content).md
What is IT Automation?,IBM,Topic Page,https://www.ibm.com/topics/it-automation,IBM.com,Keith O'Brien - Total Emphasis  ,2023-06-05,,Automation; Security and Infrastructure,Cybersecurity Firm,Total Emphasis,screencapture-ibm-think-topics-it-automation-2026-01-14-16_05_31,What is IT Automation- - IBM - Topic Page(my-content).md
What is IT Operations Analytics?,IBM,Topic Page,https://www.ibm.com/think/topics/it-operations-analytics,IBM.com,Keith O'Brien - Total Emphasis  ,2023-07-24,,Business Analytics,IT Support and Management,Total Emphasis,screencapture-ibm-think-topics-it-operations-analytics-2026-01-14-17_03_50,What is IT Operations Analytics- - IBM - Topic Page(my-content).md
What is Incident Management?,IBM,Topic Page,https://www.ibm.com/topics/incident-management,IBM.com,Keith O'Brien - Total Emphasis  ,2023-07-05,Product Engineering - Information Technology - Science & Technology,Maintenance Strategy; Incident Management; Product Engineering - Information Technology - Science & Technology,All Tech,Total Emphasis,screencapture-ibm-think-topics-incident-management-2026-01-13-15_29_51,What is Incident Management- - IBM - Topic Page(my-content).md
What is Maintenance Strategy?,IBM,Topic Page,https://www.ibm.com/topics/maintenance-strategy,IBM.com,Keith O'Brien - Total Emphasis  ,2023-05-18,,Maintenance Strategy,All Tech,Total Emphasis,screencapture-ibm-think-topics-maintenance-strategy-2026-01-14-15_57_58,What is Maintenance Strategy- - IBM - Topic Page(my-content).md
"What is Maintenance, Repair, and Operations?",IBM,Topic Page,https://www.ibm.com/topics/maintenance-repair-and-operations,IBM.com,Keith O'Brien - Total Emphasis  ,2023-05-25,Manufacturing - Business Strategy and Management - Business and Economics,Maintenance Strategy,All Tech,Total Emphasis,screencapture-ibm-think-topics-maintenance-repair-and-operations-2026-01-13-14_08_24,"What is Maintenance, Repair, and Operations- - IBM - Topic Page(my-content).md"
What is Net Promoter Score,IBM,Topic Page,https://www.ibm.com/think/topics/net-promoter-score,IBM.com,Keith O'Brien - Total Emphasis  ,2024-08-28,,NPS; Brand Strategy & Management - Marketing - Business and Economics; Customer Service; Customer Satisfaction; Brand Strategy & Management - Marketing - Business and Economics,All Tech,Total Emphasis,screencapture-ibm-think-topics-net-promoter-score-2026-01-14-18_18_00,What is Net Promoter Score - IBM - Topic Page(my-content).md
What is Problem Management?,IBM,Topic Page,https://www.ibm.com/topics/problem-management,IBM.com,Keith O'Brien - Total Emphasis  ,2023-08-18,Product Engineering - Information Technology - Science & Technology,Maintenance Strategy; Problem Management; Product Engineering - Information Technology - Science & Technology,All Tech,Total Emphasis,screencapture-ibm-think-topics-problem-management-2026-01-16-18_24_17,What is Problem Management- - IBM - Topic Page(my-content).md
What is Reliability Centered Maintenance?,IBM,Topic Page,https://www.ibm.com/topics/reliability-centered-maintenance,IBM.com,Keith O'Brien - Total Emphasis  ,2023-05-10,Product Engineering - Information Technology - Science & Technology,Maintenance Strategy,IT Support and Management,Total Emphasis,screencapture-ibm-think-topics-reliability-centered-maintenance-2026-01-14-18_17_12 (1),What is Reliability Centered Maintenance- - IBM - Topic Page(my-content).md
What is Single Pane of Glass?,IBM,Topic Page,https://www.ibm.com/topics/single-pane-of-glass,IBM.com,Keith O'Brien - Total Emphasis  ,2023-09-27,Product Engineering - Information Technology - Science & Technology,Data Visibility; Product Engineering - Information Technology - Science & Technology,All Tech,Total Emphasis,screencapture-ibm-think-topics-single-pane-of-glass-2026-01-16-18_34_51,What is Single Pane of Glass- - IBM - Topic Page(my-content).md
What is Smart Transportation?,IBM,Topic Page,https://www.ibm.com/blog/smart-transportation/,IBM.com,Keith O'Brien - Total Emphasis  ,2023-05-23,City Planning - Politics and Governance - History & Politics,Smart Cities,Public Affairs,Total Emphasis,screencapture-ibm-think-topics-smart-transportation-2026-01-14-18_05_08,What is Smart Transportation- - IBM - Topic Page(my-content).md
What is Talent Development?,IBM,Topic Page,https://www.ibm.com/topics/talent-development,IBM.com,Keith O'Brien - Total Emphasis  ,2023-10-30,Human Resources Management (HRM) - Business Strategy and Management - Business and Economics,Employee Experience,All Tech,Total Emphasis,screencapture-advertisingweek-gen-zs-influence-is-already-here-are-you-ready-2026-01-14-19_12_23,What is Talent Development- - IBM - Topic Page(my-content)(2).md
What is Talent Development?,IBM,Topic Page,https://www.ibm.com/think/topics/talent-development,IBM.com,Keith O'Brien - Total Emphasis  ,2023-12-05,Human Resources Management (HRM) - Business Strategy and Management - Business and Economics,Employee Experience,All Tech,Total Emphasis,screencapture-ibm-think-topics-talent-development-2026-01-14-18_09_10,What is Talent Development- - IBM - Topic Page(my-content).md
What is Website Monitoring?,IBM,Topic Page,https://www.ibm.com/topics/website-monitoring,IBM.com,Keith O'Brien - Total Emphasis  ,2024-03-20,Infrastructure - Information Technology - Science & Technology,Website Monitoring,All Tech,Total Emphasis,screencapture-ibm-think-topics-website-monitoring-2026-01-13-14_01_20,What is Website Monitoring- - IBM - Topic Page(my-content).md
What is a Transportation Management System?,IBM,Topic Page,https://www.ibm.com/think/topics/transportation-management-systems,IBM.com,Keith O'Brien - Total Emphasis  ,2023-05-11,,Transportation and Logistics,Logistics,Total Emphasis,screencapture-ibm-think-topics-transportation-management-systems-2026-01-14-17_15_03,What is a Transportation Management System- - IBM - Topic Page(my-content).md
What is business automation?,IBM,Topic Page,https://www.ibm.com/think/topics/business-automation,IBM.com,Keith O'Brien - Total Emphasis  ,2025-03-24,Product Engineering - Information Technology - Science & Technology,Process Automation; Business Transformation,All Tech,Total Emphasis,screencapture-ibm-think-topics-business-automation-2025-03-24-09_34_46,What is business automation- - IBM - Topic Page(my-content).md
